"","Firm_id","Firm","Year","Firm_value","Count","Green_inn","Location","Age","Sales","Sales_growth","Total_assets","Total_debt","Leverage","Tshare_equity","ROA","ROE","Size"
"258","GNFT-FR","GNFT",2013,48.344825,19,2.9957,"FR",14,1899.3,13.57412,29151,2155.5,7.394257,14093,-47.986422,-120.916519,10.2802444965075
"259","GNFT-FR","GNFT",2014,81.547137,24,3.2189,"FR",15,1614.4,-15.000264,86366,2157.7,2.498321,70429,-29.477047,-40.286553,11.3663493588249
"260","GNFT-FR","GNFT",2015,79.981199,11,2.4849,"FR",16,527,-67.356293,69145,5700,8.243546,55303,-22.037026,-27.256387,11.1439610278988
"261","GNFT-FR","GNFT",2016,85.902291,15,2.7726,"FR",17,284,-46.110058,166105,6245,3.75967,142688,-28.622317,-34.008617,12.0203753974963
"262","GNFT-FR","GNFT",2017,35.550833,13,2.6391,"FR",18,118,-58.450703,293183,163749,55.852147,104229,-25.5195,-47.468583,12.5885522664133
"263","GNFT-FR","GNFT",2018,9.124622,32,3.4965,"FR",19,69,-41.525425,229478,169588,73.901638,20939,-30.429284,-127.062828,12.3435624433214
"264","GNFT-FR","GNFT",2019,27.130607,32,3.4965,"FR",20,30839,44594.203125,309853,183618,59.259713,84065,-24.157336,-124.079083,12.6438532704476
"265","GSK-GB","GSK",2006,36.731499,324,5.7838,"GB",6,34060.321796,7.2253,37925.948435,8148.297926,21.484757,13930.76946,21.326949,64.550518,10.5433908120781
"266","GSK-GB","GSK",2007,30.974422,384,5.9532,"GB",7,33211.103697,-2.191604,42210.980724,14392.551599,34.0967,13074.607228,18.438362,54.916004,10.6504356729061
"267","GSK-GB","GSK",2008,20.133019,406,6.0088,"GB",8,30511.279884,7.201972,40744.784491,16742.462533,41.091057,8203.155022,13.074607,52.492301,10.6150831225269
"268","GSK-GB","GSK",2009,23.342355,441,6.0913,"GB",9,31838.699038,16.491459,48242.344424,18297.694772,37.928701,11260.899071,13.448423,61.674844,10.783992429391
"269","GSK-GB","GSK",2010,21.044281,567,6.3421,"GB",10,33126.165009,0.084602,49284.335403,17622.388458,35.756571,10371.534187,3.840549,17.298327,10.8053615692364
"270","GSK-GB","GSK",2011,19.552093,660,6.4938,"GB",11,31568.624538,-3.53973,49179.548502,17838.959402,36.273126,9615.631294,12.629936,62.190437,10.8032331352075
"271","GSK-GB","GSK",2012,14.008439,793,6.6771,"GB",12,32606.662199,-3.490707,51135.932627,22565.155852,44.127788,7163.345836,11.059294,65.958676,10.8422427115993
"272","GSK-GB","GSK",2013,16.625481,785,6.667,"GB",13,31206.121071,0.279974,50585.973168,21929.883583,43.351708,8410.161438,13.010854,84.891075,10.8314296067272
"273","GSK-GB","GSK",2014,10.486827,947,6.8544,"GB",14,28558.060555,-13.201283,52382.189169,24204.743828,46.207965,5493.229501,6.662074,48.952043,10.8663219111746
"274","GSK-GB","GSK",2015,9.568536,1010,6.9187,"GB",15,32959.654668,3.985917,72515.932059,22566.421846,31.119261,6938.713403,17.900677,179.631012,11.1915615692386
"275","GSK-GB","GSK",2016,1.902473,1117,7.0193,"GB",16,34018.008009,16.578188,69213.974154,22012.670306,31.803795,1316.777085,1.620944,29.240141,11.1449580598605
"276","GSK-GB","GSK",2017,-0.120608,1243,7.1261,"GB",17,34464.940405,8.236222,63515.489,19251.453353,30.309856,-76.604765,2.653687,290.151515,11.0590390763967
"277","GSK-GB","GSK",2018,7.508697,1125,7.0264,"GB",18,34835.23614,2.103624,64692.173889,29038.280926,44.886853,4857.53932,6.331315,168.825722,11.0773955131882
"278","GSK-GB","GSK",2019,14.311349,1139,7.0388,"GB",19,38473.391047,9.516239,94050.75836,36004.875471,38.282387,13459.931977,6.74371,58.928005,11.4515898980672
"279","HPHA-DE","HPHA",2012,52.811431,67,4.2195,"DE",15,16142,63.430191,37721,2978,7.894807,19921,-32.086786,-121.97688,10.5379722475307
"280","HPHA-DE","HPHA",2013,67.004303,58,4.0775,"DE",16,13317,-17.500929,22312,2754,12.343134,14950,-16.790765,-28.906541,10.0128799293073
"281","HPHA-DE","HPHA",2014,79.015303,53,3.989,"DE",17,3597,-72.98941,15030,77,0.512309,11876,-30.533983,-42.503541,9.61780348274702
"282","HPHA-DE","HPHA",2015,78.33416,87,4.4773,"DE",18,2284,-36.50264,12102,0,0,9480,-48.297214,-61.359805,9.40112600718227
"283","HPHA-DE","HPHA",2016,64.011077,116,4.7622,"DE",19,1362.137,-40.361778,15241.473,3730.028,24.472884,9756.231,-46.731694,-66.427088,9.63177547811329
"284","HPHA-DE","HPHA",2017,89.235997,98,4.5951,"DE",20,1900.153,39.497936,41489.833,0,0,37023.866,-38.674139,-46.901023,10.6332036882525
"285","HPHA-DE","HPHA",2018,82.989575,155,5.0499,"DE",21,3667.812,93.027191,31191.977,0,0,25886.089,-32.118022,-37.106941,10.3479161932936
"286","HPHA-DE","HPHA",2019,70.870642,240,5.4848,"DE",22,7309.379,99.284454,22990.366,0,0,16293.42,-37.459196,-48.118792,10.0428305375957
"287","IMM-GB","IMM",2007,74.406722,2,1.0986,"GB",8,92.397805,5.759673,5581.593803,706.701378,12.661283,4153.080978,-53.97242,-68.997645,8.62722964236929
"288","IMM-GB","IMM",2008,83.871578,5,1.7918,"GB",9,71.567194,-9.618828,13861.752588,833.343738,6.011821,11626.070655,53.452349,65.461594,9.5368887141005
"289","IMM-GB","IMM",2009,73.381155,1,0.6931,"GB",10,24532.921885,38167.886719,27736.374401,515.739048,1.859432,20353.272006,42.599056,55.268497,10.2304999860119
"290","IMM-GB","IMM",2010,90.987942,6,1.9459,"GB",11,0,-100.000008,20484.327364,942.085885,4.599057,18638.267803,-9.376764,-11.618541,9.92741535390367
"291","IMM-GB","IMM",2012,80.098508,5,1.7918,"GB",13,0,-100,12957.392841,1588.208708,12.257163,10378.678344,-31.014573,-36.743003,9.46942177999301
"292","IMM-GB","IMM",2015,52.610371,3,1.3863,"GB",16,105.268918,-58.657581,4359.514665,602.45101,13.819222,2293.556845,-75.786899,-105.397734,8.38011601478009
"293","IMM-GB","IMM",2016,82.655393,3,1.3863,"GB",17,200.997649,115.666107,7860.641389,424.735586,5.40332,6497.244069,-107.307597,-147.144415,8.96962348374796
"294","IMM-GB","IMM",2017,71.243983,4,1.6094,"GB",18,171.790362,-8.691372,5652.150776,292.551344,5.17593,4026.817339,-106.133664,-136.465611,8.63979142002327
"295","IMM-GB","IMM",2018,88.04867,3,1.3863,"GB",19,91.867325,-45.979053,9645.731696,134.596176,1.395396,8492.938459,-105.39728,-128.716681,9.1742707851892
"296","IMM-GB","IMM",2019,90.831588,5,1.7918,"GB",20,88.820258,-4.128881,6846.309132,31.602811,0.461604,6218.611312,-84.70377,-94.996429,8.83146497319775
"297","IPH-FR","IPH",2006,81.393401,24,3.2189,"FR",7,6195,376.538452,69255,3308,4.77655,56369,-12.852448,-15.809718,11.1455506236092
"298","IPH-FR","IPH",2007,78.548921,37,3.6376,"FR",8,8688,40.24213,63153,3647,5.774864,49606,-13.470485,-16.830385,11.0533156325885
"299","IPH-FR","IPH",2008,67.925799,40,3.7136,"FR",9,7364,-15.23941,60862,8442,13.870724,41341,-15.888401,-21.665366,11.0163642852179
"300","IPH-FR","IPH",2009,73.377038,45,3.8286,"FR",10,3243,-55.961433,64219,8277,12.888709,47122,-23.386446,-33.066932,11.0700543960492
"301","IPH-FR","IPH",2010,69.810456,55,4.0254,"FR",11,211,-93.493675,48010,7487,15.594668,33516,-24.33952,-33.874848,10.779164601525
"302","IPH-FR","IPH",2011,44.294532,79,4.382,"FR",12,7454,3432.701416,60109,6770,11.262872,26625,-12.911699,-23.212118,11.0039148597278
"303","IPH-FR","IPH",2012,48.377679,89,4.4998,"FR",13,10377,39.213844,48295,4505,9.328088,23364,-5.901996,-12.798816,10.7850833146134
"304","IPH-FR","IPH",2013,72.091192,78,4.3694,"FR",14,12469,20.159969,55882,4819,8.623528,40286,-5.552089,-9.087196,10.9309976037111
"305","IPH-FR","IPH",2014,82.286911,104,4.654,"FR",15,907,-92.72596,90690,4206,4.637777,74626,-26.808667,-34.194862,11.4152023764416
"306","IPH-FR","IPH",2015,23.554694,136,4.92,"FR",16,17906,1874.200684,305956,3754,1.226974,72067,-3.381353,-9.142904,12.631196579746
"307","IPH-FR","IPH",2016,30.602286,165,5.112,"FR",17,56159,213.632309,281577,3902,1.385767,86169,4.302737,15.976137,12.548161223794
"308","IPH-FR","IPH",2017,33.705195,277,5.6276,"FR",18,32631,-41.895332,255023,4741,1.859048,85956,-18.033917,-56.22077,12.4491090161516
"309","IPH-FR","IPH",2018,37.064289,342,5.8377,"FR",19,79892,144.834671,451216,4522,1.002181,167240,0.863447,2.408411,13.0197014395302
"310","IPH-FR","IPH",2019,54.169553,496,6.2086,"FR",20,68974,-13.665949,401362,18723,4.664866,217416,-4.869701,-10.79354,12.9026190422033
"311","LUN-DK","LUN",2006,59.591786,183,5.2149,"DK",91,1236.197172,1.667073,1522.833178,201.288875,13.218052,907.483494,9.633594,15.528355,7.32832781176772
"312","LUN-DK","LUN",2007,59.070318,166,5.118,"DK",92,1474.364023,19.129166,1631.228364,254.756637,15.617472,963.571784,15.04984,25.369721,7.39708860753477
"313","LUN-DK","LUN",2008,60.932133,199,5.2983,"DK",93,1513.169511,2.702796,1673.950439,258.852637,15.463578,1019.973702,12.261756,20.432029,7.42294164427901
"314","LUN-DK","LUN",2009,51.785399,176,5.1761,"DK",94,1846.156255,21.851126,2284.513282,467.008863,20.442379,1183.044322,13.625902,24.483223,7.73390827495009
"315","LUN-DK","LUN",2010,62.16186,143,4.9698,"DK",95,1982.625882,7.405252,2400.93109,249.325395,10.384529,1492.463424,14.13545,24.752823,7.78361189526794
"316","LUN-DK","LUN",2011,62.218759,178,5.1874,"DK",96,2148.467238,8.411784,2762.782185,258.329687,9.350346,1718.968793,11.877375,19.097832,7.9239934890255
"317","LUN-DK","LUN",2012,61.206697,219,5.3936,"DK",97,1988.520798,-7.527956,2890.11169,255.865288,8.853128,1768.941895,5.259282,8.523909,7.96905042741852
"318","LUN-DK","LUN",2013,57.004525,217,5.3845,"DK",98,2045.891432,3.080665,3169.954554,289.53029,9.133579,1807.017521,3.782182,6.409536,8.06147253049096
"319","LUN-DK","LUN",2014,52.759683,213,5.366,"DK",99,1806.721743,-11.73155,3442.897271,448.945102,13.039747,1816.461696,-0.620866,-1.13304,8.14406862583269
"320","LUN-DK","LUN",2015,40.392662,194,5.273,"DK",100,1939.191196,7.395308,2914.374823,505.181529,17.33413,1177.193564,-24.032415,-51.042087,7.97741060682915
"321","LUN-DK","LUN",2016,47.966353,210,5.3519,"DK",101,2097.993301,7.992257,2718.037142,251.899236,9.267689,1303.743298,5.772302,13.10677,7.90766525981272
"322","LUN-DK","LUN",2017,60.981227,264,5.5797,"DK",102,2316.849161,10.332907,2682.850131,0,0,1636.034916,13.059599,23.990857,7.89463499012525
"323","LUN-DK","LUN",2018,60.810753,199,5.2983,"DK",103,2430.698152,5.123593,3140.39973,0,0,1909.700727,18.000461,29.562651,8.05210537334779
"324","LUN-DK","LUN",2019,38.627316,213,5.366,"DK",104,2281.761923,-5.966772,5042.233239,1281.769467,25.42067,1947.67935,8.728094,18.517618,8.52560436590047
"325","MDG1-DE","MDG1",2006,87.413804,26,3.2958,"DE",12,30549,56.220917,124136,708,0.570342,108512,-7.544299,-8.598219,11.7291330177633
"326","MDG1-DE","MDG1",2007,89.701468,17,2.8904,"DE",13,22058,-27.794691,114929,194,0.1688,103093,-24.994039,-28.237518,11.6520698253765
"327","MDG1-DE","MDG1",2008,80.382929,24,3.2189,"DE",14,33507,51.904072,80746,169,0.209298,64906,-31.470551,-36.65498,11.2990637042543
"328","MDG1-DE","MDG1",2009,78.926708,39,3.6889,"DE",15,37859,12.988331,65723,9,0.013694,51873,-29.988598,-37.612927,11.0932042193139
"329","MDG1-DE","MDG1",2010,70.098452,27,3.3322,"DE",16,2214,-94.151985,58201,2,0.003436,40798,-43.860753,-58.652653,10.9716578157025
"330","MDG1-DE","MDG1",2011,89.942205,31,3.4657,"DE",17,2300,3.884372,53292,0,0,47932,-25.531648,-32.081596,10.8835415050801
"331","MDG1-DE","MDG1",2012,72.181863,20,3.0445,"DE",18,3384,47.130436,61255,0,0,44215,-25.975364,-32.289711,11.0228007577283
"332","MDG1-DE","MDG1",2013,68.893742,15,2.7726,"DE",19,4209,24.379433,52655,10356,19.667648,36276,-18.052849,-25.548198,10.8715164798147
"333","MDG1-DE","MDG1",2014,68.839695,17,2.8904,"DE",20,5195,23.425991,71283,10597,14.866097,49071,-9.290129,-13.490808,11.1744131488011
"334","MDG1-DE","MDG1",2015,79.262933,13,2.6391,"DE",21,3101,-40.307987,113531,11349,9.996389,89988,-14.067116,-18.695662,11.6398312063643
"335","MDG1-DE","MDG1",2016,70.350445,19,2.9957,"DE",22,4101,32.247662,111715,9966,8.920915,78592,-8.428119,-11.261122,11.6237062643136
"336","MDG1-DE","MDG1",2017,76.978122,21,3.091,"DE",23,7676,87.173859,111937,8251,7.371111,86167,-12.137607,-16.476186,11.6256914920148
"337","MDG1-DE","MDG1",2018,82.896057,20,3.0445,"DE",24,7576,-1.302762,129590,1512,1.166757,107425,-14.117676,-17.613331,11.7721308994295
"338","MDG1-DE","MDG1",2019,74.919196,23,3.1781,"DE",25,10511,38.740761,109215,5049,4.622991,81823,-16.718243,-21.096128,11.6010736954969
"339","MOR-DE","MOR",2006,79.162414,18,2.9444,"DE",14,53.031,58.362946,126.387,0.038,0.030066,100.051,5.838144,7.348576,4.83934862832226
"340","MOR-DE","MOR",2007,78.684386,20,3.0445,"DE",15,61.962,16.841099,184.963,0.329,0.177873,145.537,7.371126,9.344919,5.22015580507566
"341","MOR-DE","MOR",2008,79.681543,31,3.4657,"DE",16,71.645,15.627312,203.293,0.049,0.024103,161.987,6.775427,8.554129,5.31464828816743
"342","MOR-DE","MOR",2009,84.397184,57,4.0604,"DE",17,81.024,13.090941,206.091,0.033,0.016012,173.935,4.379263,5.336953,5.32831781882066
"343","MOR-DE","MOR",2010,87.470478,88,4.4886,"DE",18,87.036,7.420025,212.554,0.128,0.06022,185.922,4.393221,5.110919,5.35919607372911
"344","MOR-DE","MOR",2011,86.307955,67,4.2195,"DE",19,100.777,15.787717,228.41,0.074,0.032398,197.136,3.726381,4.28969,5.43114225966054
"345","MOR-DE","MOR",2012,90.066833,121,4.804,"DE",20,51.917,-48.483284,224.289,0.074,0.032993,202.01,1.045286,1.185531,5.41293539886126
"346","MOR-DE","MOR",2013,78.288369,128,4.8598,"DE",21,77.96,50.162754,449.805,0.299,0.066473,352.145,2.186935,2.660267,6.10881415551501
"347","MOR-DE","MOR",2014,81.429248,145,4.9836,"DE",22,63.978,-17.934835,428.351,0.252,0.05883,348.803,-0.686211,-0.859693,6.05994295294684
"348","MOR-DE","MOR",2015,90.666093,170,5.1417,"DE",23,106.223,66.03051,400.079,0.225,0.056239,362.736,3.597407,4.188386,5.99166202760742
"349","MOR-DE","MOR",2016,89.616048,192,5.2627,"DE",24,49.744,-53.170216,463.6,0.218,0.047023,415.46,-13.982741,-15.518713,6.1390221114656
"350","MOR-DE","MOR",2017,86.343906,184,5.2204,"DE",25,66.79084,34.269138,415.398211,0.087785,0.021133,358.671039,-15.887739,-18.039961,6.02923760474039
"351","MOR-DE","MOR",2018,90.646898,179,5.193,"DE",26,76.442505,14.450582,538.763757,0.071517,0.013274,488.372634,-11.774127,-13.263099,6.28927717612675
"352","MOR-DE","MOR",2019,79.506552,197,5.2883,"DE",27,71.755303,-6.13167,496.439302,42.569002,8.574865,394.701772,-19.902194,-23.330777,6.20746122424953
"353","MVIR B-SE","MVIR B",2006,64.969888,34,3.5553,"SE",18,7338.080894,-33.835709,31779.054093,761.897611,2.397484,20646.815726,-64.567065,-84.98895,10.366562675425
"354","MVIR B-SE","MVIR B",2007,83.679985,17,2.8904,"SE",19,26986.665209,267.552094,48559.702774,0,0,40634.752,-7.864007,-10.281859,10.7905493049156
"355","MVIR B-SE","MVIR B",2008,77.41464,23,3.1781,"SE",20,10070.466687,-61.071297,33797.298848,0,0,26164.057252,-23.893369,-29.542903,10.428136162538
"356","MVIR B-SE","MVIR B",2009,74.97807,42,3.7612,"SE",21,2415.09925,-73.569336,20030.733275,0,0,15018.657252,-46.946932,-61.330307,9.90502303682652
"357","MVIR B-SE","MVIR B",2010,83.702486,65,4.1897,"SE",22,6008.63677,123.04937,80439.946544,0,0,67330.234694,-28.84459,-35.271426,11.2952661793414
"358","MVIR B-SE","MVIR B",2011,80.748718,110,4.7095,"SE",23,77361.74812,1119.393188,152459.87226,18586.262284,12.190921,123109.392744,10.925709,13.36023,11.9346567076828
"359","MVIR B-SE","MVIR B",2012,80.816964,70,4.2627,"SE",24,63278.49662,-21.17767,126218.043812,10336.85723,8.189683,102005.590687,-17.962405,-22.236477,11.745766196777
"360","MVIR B-SE","MVIR B",2013,85.432127,81,4.4067,"SE",25,51581.031434,-18.974768,112764.704285,4519.763291,4.008137,96337.285622,1.539427,1.854044,11.6330586638062
"361","MVIR B-SE","MVIR B",2014,90.783144,91,4.5218,"SE",26,194033.237032,296.056213,230548.751297,4222.717285,1.831594,209299.40451,71.19955,79.905375,12.3482176214285
"362","MVIR B-SE","MVIR B",2015,89.72031,83,4.4308,"SE",27,70322.48092,-62.767792,176482.487387,0,0,158340.635174,3.951954,4.374965,12.0809769288293
"363","MVIR B-SE","MVIR B",2016,90.185235,59,4.0943,"SE",28,9823.96539,-85.857338,200532.933596,0,0,180851.097825,-16.669032,-18.526739,12.2087337695767
"364","MVIR B-SE","MVIR B",2017,83.427815,59,4.0943,"SE",29,3802.472725,-60.621433,62672.822348,0,0,52286.566084,-28.38962,-32.062555,11.0456831772773
"365","MVIR B-SE","MVIR B",2018,73.352697,43,3.7842,"SE",30,2324.763318,-34.869946,41376.626928,0,0,30350.87159,-67.659337,-85.269405,10.630471433429
"366","MVIR B-SE","MVIR B",2019,62.855157,40,3.7136,"SE",31,823.90228,-63.441311,27928.074119,4176.144606,14.953214,17554.234755,-34.634561,-50.172539,10.2373877027129
"367","N4P-GB","N4P",2006,63.951841,10,2.3979,"GB",27,2050.218724,30.167597,2095.700669,0,0,1340.239167,18.168989,79.783114,7.64764322465093
"368","N4P-GB","N4P",2007,68.786808,23,3.1781,"GB",28,2286.58946,11.874105,2311.848701,0,0,1590.246927,17.041801,25.591502,7.74580278690698
"369","N4P-GB","N4P",2008,72.048436,15,2.7726,"GB",29,2477.036807,26.406651,2050.013019,0,0,1477.002316,14.130435,20.030817,7.625601422844
"370","N4P-GB","N4P",2009,69.368894,32,3.4965,"GB",30,2095.419173,-5.563986,4262.371292,174.456707,4.09295,2956.759806,7.418963,10.554871,8.35758092571066
"371","N4P-GB","N4P",2010,74.054596,44,3.8067,"GB",31,2238.979665,2.785217,4660.013054,135.377289,2.905084,3450.953819,9.357326,13.037249,8.44677352840332
"372","N4P-GB","N4P",2011,70.419693,35,3.5835,"GB",32,3423.478836,54.768108,5933.150983,484.851927,8.171913,4178.106725,11.554364,16.038468,8.68831071393755
"373","N4P-GB","N4P",2012,74.360561,57,4.0604,"GB",33,3303.720683,-9.83165,5977.263445,172.610743,2.887789,4444.726633,2.774378,3.833686,8.69571812431268
"374","N4P-GB","N4P",2013,79.283418,62,4.1431,"GB",34,2662.027532,-15.571321,5233.363284,218.757951,4.180064,4149.189264,-3.390567,-4.421142,8.56280942570924
"375","N4P-GB","N4P",2014,56.354786,76,4.3438,"GB",35,1693.175458,-39.67271,2382.590041,378.843414,15.900487,1342.703528,-77.188457,-106.542056,7.77594342746901
"376","N4P-GB","N4P",2015,97.416413,78,4.3694,"GB",36,0,-100,892.779315,0,0,869.713588,-12.04627,-17.944147,6.79433942267585
"377","N4P-GB","N4P",2017,87.716145,80,4.3944,"GB",38,0,-100,1643.591281,0,0,1441.694917,-142.569186,-158.309239,7.40463893217649
"378","NOVN-CH","NOVN",2006,64.130723,1400,7.2449,"CH",10,28705.375913,12.438806,48614.112018,5535.206359,11.386007,31176.581533,11.353699,18.708911,10.7916691384799
"379","NOVN-CH","NOVN",2007,68.474647,1467,7.2917,"CH",11,27813.808813,1.184968,49167.260845,3962.928418,8.060096,33667.108306,9.799022,14.769732,10.8029832510039
"380","NOVN-CH","NOVN",2008,64.225597,1814,7.5038,"CH",12,28333.874734,-1.748261,56328.185007,5297.650729,9.404973,36177.11296,10.680756,16.103682,10.9389503106525
"381","NOVN-CH","NOVN",2009,60.087954,2037,7.6197,"CH",13,31836.387799,7.059673,66565.599011,9749.433003,14.646354,39997.906188,10.017194,16.161485,11.1059431917138
"382","NOVN-CH","NOVN",2010,51.246371,2408,7.787,"CH",14,38256.540834,9.790152,91922.032112,17134.657975,18.640426,47106.705764,9.554165,17.267087,11.428696019676
"383","NOVN-CH","NOVN",2011,56.039355,2409,7.7874,"CH",15,42111.815022,-1.586518,90510.339948,15582.944669,17.216756,50721.410291,7.187592,13.412496,11.4132193767306
"384","NOVN-CH","NOVN",2012,55.623269,2501,7.8248,"CH",16,44121.720876,2.40053,94217.229632,14962.074706,15.880402,52406.703219,7.977279,14.289093,11.4533583486377
"385","NOVN-CH","NOVN",2013,58.883679,2614,7.869,"CH",17,43627.004731,0.988996,91624.514472,13075.946123,14.271231,53951.884926,7.527787,13.150522,11.4254541400972
"386","NOVN-CH","NOVN",2014,56.26799,2501,7.8248,"CH",18,39518.411367,-10.635299,103934.543978,16824.923913,16.188,58481.878562,8.223811,14.300808,11.5515165951508
